Country_Name,Regional_Indicator,Ladder_Score,Standard_Error_Of_Ladder_Score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Ladder_Score_In_Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
Georgia,Commonwealth of Independent States,4.891,0.054,4.998,4.785,9.585,0.671,64.3,0.783,-0.238,0.655,2.43,1.03,0.47,0.498,0.488,0.032,0.181,2.191,2021
Georgia,Commonwealth of Independent States,4.672599792,0.043417413,4.757698059,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,1.972316742,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,2020
Georgia,Commonwealth of Independent States,4.519,,,,0.886,0.666,0.752,0.491,0.043,0.164,,,,,,,,,2019
Georgia,Commonwealth of Independent States,4.34,,,,0.853,0.592,0.643,0.375,0.038,0.215,,,,,,,,,2018
Georgia,Commonwealth of Independent States,4.285999775,,,,0.950612664,,0.649546981,0.309410036,0.054008815,0.251666635,,,,,,,,1.500137806,2017
Georgia,Commonwealth of Independent States,4.252,,4.34,4.164,0.83792,,0.64035,0.32461,0.06786,0.3188,,,,,,,,1.87031,2016
Georgia,Commonwealth of Independent States,4.297,0.04221,,,0.7419,,0.72926,0.40577,0.05547,0.38331,,,,,,,,1.59541,2015
Kazakhstan,Commonwealth of Independent States,6.152,0.047,6.243,6.06,10.155,0.952,65.2,0.853,-0.069,0.733,2.43,1.23,1.103,0.527,0.573,0.143,0.132,2.446,2021
Kazakhstan,Commonwealth of Independent States,6.057899952,0.043229785,6.1426301,5.973169804,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,1.972316742,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,2020
Kazakhstan,Commonwealth of Independent States,5.809,,,,1.173,1.508,0.729,0.41,0.146,0.096,,,,,,,,,2019
Kazakhstan,Commonwealth of Independent States,5.79,,,,1.143,1.516,0.631,0.454,0.148,0.121,,,,,,,,,2018
Kazakhstan,Commonwealth of Independent States,5.818999767,,,,1.28455627,,0.606041551,0.437454283,0.201964423,0.119282886,,,,,,,,1.784892559,2017
Kazakhstan,Commonwealth of Independent States,5.919,,6.001,5.837,1.22943,,0.57386,0.4052,0.15011,0.11132,,,,,,,,2.49325,2016
Kazakhstan,Commonwealth of Independent States,5.855,0.04114,,,1.12254,,0.64368,0.51649,0.11827,0.08454,,,,,,,,2.24729,2015
Kyrgyzstan,Commonwealth of Independent States,5.744,0.046,5.834,5.653,8.538,0.893,64.401,0.935,0.119,0.908,2.43,0.665,0.971,0.501,0.673,0.266,0.02,2.648,2021
Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.043677468,5.627108097,5.455892086,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,1.972316742,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,2020
Kyrgyzstan,Commonwealth of Independent States,5.261,,,,0.551,1.438,0.723,0.508,0.3,0.023,,,,,,,,,2019
Kyrgyzstan,Commonwealth of Independent States,5.131,,,,0.53,1.416,0.594,0.54,0.281,0.035,,,,,,,,,2018
Kyrgyzstan,Commonwealth of Independent States,5.004000187,,,,0.596220076,,0.553457797,0.454943389,0.428580374,0.039439179,,,,,,,,1.536723137,2017
Kyrgyzstan,Commonwealth of Independent States,5.185,,5.267,5.103,0.56044,,0.55449,0.40212,0.38432,0.04762,,,,,,,,2.28136,2016
Kyrgyzstan,Commonwealth of Independent States,5.286,0.03823,,,0.47428,,0.65088,0.43477,0.3003,0.04232,,,,,,,,2.2327,2015
Moldova,Commonwealth of Independent States,5.766,0.046,5.856,5.677,9.454,0.857,65.699,0.822,-0.079,0.918,2.43,0.985,0.888,0.542,0.536,0.137,0.013,2.665,2021
Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.524640083,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.972316742,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,2020
Moldova,Commonwealth of Independent States,5.529,,,,0.685,1.328,0.739,0.245,0.181,0,,,,,,,,,2019
Moldova,Commonwealth of Independent States,5.64,,,,0.657,1.301,0.62,0.232,0.171,0,,,,,,,,,2018
Moldova,Commonwealth of Independent States,5.837999821,,,,0.72887063,,0.589465201,0.240729049,0.208779126,0.010091286,,,,,,,,2.807808399,2017
Moldova,Commonwealth of Independent States,5.897,,5.971,5.823,0.69177,,0.52309,0.25202,0.19997,0.01903,,,,,,,,3.38007,2016
Moldova,Commonwealth of Independent States,5.889,0.03799,,,0.59448,,0.61826,0.32818,0.20951,0.01615,,,,,,,,3.10712,2015
Ukraine,Commonwealth of Independent States,4.875,0.052,4.977,4.773,9.436,0.888,64.902,0.724,-0.011,0.924,2.43,0.979,0.958,0.517,0.417,0.181,0.01,1.813,2021
Ukraine,Commonwealth of Independent States,4.56069994,0.049683895,4.658080578,4.463319302,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,1.972316742,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,2020
Ukraine,Commonwealth of Independent States,4.332,,,,0.82,1.39,0.739,0.491,0.187,0.01,,,,,,,,,2019
Ukraine,Commonwealth of Independent States,4.103,,,,0.793,1.413,0.609,0.163,0.187,0.011,,,,,,,,,2018
Ukraine,Commonwealth of Independent States,4.096000195,,,,0.894651949,,0.575903952,0.122974776,0.270061463,0.023029471,,,,,,,,0.814382315,2017
Ukraine,Commonwealth of Independent States,4.324,,4.412,4.236,0.87287,,0.58628,0.12859,0.20363,0.01829,,,,,,,,1.50066,2016
Ukraine,Commonwealth of Independent States,4.681,0.04412,,,0.79907,,0.6739,0.25123,0.15275,0.02961,,,,,,,,1.5714,2015
Uzbekistan,Commonwealth of Independent States,6.179,0.068,6.312,6.045,8.836,0.918,65.255,0.97,0.311,0.515,2.43,0.769,1.027,0.528,0.716,0.391,0.271,2.477,2021
Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,6.151313782,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,1.972316742,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,2020
Uzbekistan,Commonwealth of Independent States,6.174,,,,0.745,1.529,0.756,0.631,0.322,0.24,,,,,,,,,2019
Uzbekistan,Commonwealth of Independent States,6.096,,,,0.719,1.584,0.605,0.724,0.328,0.259,,,,,,,,,2018
Uzbekistan,Commonwealth of Independent States,5.971000195,,,,0.786441088,,0.498272628,0.658248663,0.415983647,0.246528223,,,,,,,,1.816913605,2017
Uzbekistan,Commonwealth of Independent States,5.987,,6.078,5.896,0.73591,,0.50163,0.60848,0.34326,0.28333,,,,,,,,2.34638,2016
Uzbekistan,Commonwealth of Independent States,6.003,0.04361,,,0.63244,,0.59772,0.65821,0.22837,0.30826,,,,,,,,2.23741,2015
China,East Asia,5.339,0.029,5.397,5.281,9.673,0.811,69.593,0.904,-0.146,0.755,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,2021
China,East Asia,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,1.972316742,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,2020
China,East Asia,5.191,,,,1.029,1.125,0.893,0.491,0.058,0.1,,,,,,,,,2019
China,East Asia,5.246,,,,0.989,1.142,0.799,0.597,0.029,0.103,,,,,,,,,2018
China,East Asia,5.272999763,,,,1.081165791,,0.741415501,0.472787708,0.028806841,0.022794275,,,,,,,,1.764938593,2017
China,East Asia,5.245,,5.291,5.199,1.0278,,0.73561,0.44012,0.04959,0.02745,,,,,,,,2.17087,2016
China,East Asia,5.14,0.02424,,,0.89012,,0.81658,0.51697,0.08185,0.02781,,,,,,,,1.8604,2015
Hong Kong ,East Asia,5.477,0.049,5.573,5.38,11,0.836,76.82,0.717,0.067,0.403,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,2021
Hong Kong,East Asia,5.510399818,0.046019029,5.600596905,5.420202732,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,1.972316742,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,2020
Hong Kong,East Asia,5.472000122,,,,1.551674843,,0.943062425,0.490968645,0.374465793,0.293933749,,,,,,,,0.554633141,2017
Japan,East Asia,5.94,0.04,6.02,5.861,10.611,0.884,75.1,0.796,-0.258,0.638,2.43,1.389,0.949,0.838,0.504,0.02,0.192,2.048,2021
Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,1.972316742,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,2020
Japan,East Asia,5.886,,,,1.327,1.419,1.088,0.445,0.069,0.14,,,,,,,,,2019
Japan,East Asia,5.915,,,,1.294,1.462,0.988,0.553,0.079,0.15,,,,,,,,,2018
Japan,East Asia,5.920000076,,,,1.416915178,,0.913475871,0.505625546,0.120572768,0.163760737,,,,,,,,1.363223553,2017
Japan,East Asia,5.921,,5.992,5.85,1.38007,,0.91491,0.46761,0.10224,0.18985,,,,,,,,1.80584,2016
Japan,East Asia,5.987,0.03581,,,1.27074,,0.99111,0.49615,0.10705,0.1806,,,,,,,,1.68435,2015
Mongolia,East Asia,5.677,0.042,5.76,5.595,9.4,0.935,62.5,0.708,0.116,0.856,2.43,0.966,1.065,0.442,0.397,0.263,0.053,2.492,2021
Mongolia,East Asia,5.456200123,0.040313236,5.535213947,5.377186298,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,1.972316742,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,2020
Mongolia,East Asia,5.285,,,,0.948,1.531,0.667,0.317,0.235,0.038,,,,,,,,,2019
Mongolia,East Asia,5.125,,,,0.914,1.517,0.575,0.395,0.253,0.032,,,,,,,,,2018
Mongolia,East Asia,4.954999924,,,,1.027235866,,0.557783484,0.394143969,0.33846423,0.032902289,,,,,,,,1.111292362,2017
South Korea,East Asia,5.845,0.042,5.928,5.763,10.651,0.799,73.9,0.672,-0.083,0.727,2.43,1.403,0.758,0.801,0.353,0.134,0.135,2.262,2021
South Korea,East Asia,5.872399807,0.044085015,5.958806515,5.785993099,10.51056671,0.799387157,73.6027298,0.612965107,-0.043404032,0.789067447,1.972316742,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,2020
South Korea,East Asia,5.895,,,,1.301,1.219,1.036,0.159,0.175,0.056,,,,,,,,,2019
South Korea,East Asia,5.875,,,,1.266,1.204,0.955,0.244,0.175,0.051,,,,,,,,,2018
South Korea,East Asia,5.837999821,,,,1.401678443,,0.900214076,0.257921666,0.206674367,0.063282669,,,,,,,,1.880378008,2017
South Korea,East Asia,5.835,,5.923,5.747,1.35948,,0.88645,0.25168,0.18824,0.07716,,,,,,,,2.35015,2016
South Korea,East Asia,5.984,0.04098,,,1.24461,,0.96538,0.33208,0.18557,0.07857,,,,,,,,2.21978,2015
Taiwan,East Asia,6.446,,,,1.368,1.43,0.914,0.351,0.242,0.097,,,,,,,,,2019
Taiwan,East Asia,6.441,,,,1.365,1.436,0.857,0.418,0.151,0.078,,,,,,,,,2018
Taiwan,East Asia,6.379,,6.453,6.305,1.39729,,0.79565,0.32377,0.25495,0.0663,,,,,,,,2.61523,2016
Taiwan,East Asia,6.298,0.03868,,,1.29098,,0.8753,0.3974,0.25376,0.08129,,,,,,,,2.32323,2015
Taiwan,East Asia,6.584,0.038,6.659,6.51,10.871,0.898,69.6,0.784,-0.07,0.721,2.43,1.48,0.982,0.665,0.49,0.142,0.139,2.687,2021
Taiwan ,East Asia,6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,0.894309103,69.59999847,0.77153033,-0.073198698,0.73188293,1.972316742,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,2020
Taiwans,East Asia,6.421999931,,,,1.433626533,,0.793984234,0.361466587,0.258360475,0.063829236,,,,,,,,2.126607418,2017
Hong Kong,East Asia,5.43,,,,1.438,1.277,1.122,0.44,0.258,0.287,,,,,,,,,2019
Hong Kong,East Asia,5.43,,,,1.405,1.29,1.03,0.524,0.246,0.291,,,,,,,,,2018
Hong Kong,East Asia,5.458,,5.554,5.362,1.5107,,0.95277,0.48079,0.40097,0.31647,,,,,,,,0.92614,2016
Hong Kong,East Asia,5.474,0.05051,,,1.38604,,1.01328,0.59608,0.39478,0.37124,,,,,,,,0.65429,2015
Mongolia,East Asia,4.907,,4.976,4.838,0.98853,,0.55469,0.35972,0.34539,0.03285,,,,,,,,1.53586,2016
Mongolia,East Asia,4.874,0.03313,,,0.82819,,0.60268,0.43626,0.3323,0.02666,,,,,,,,1.34759,2015
Argentina,Latin America and Caribbean,5.929,0.056,6.04,5.819,9.962,0.898,69,0.828,-0.182,0.834,2.43,1.162,0.98,0.646,0.544,0.069,0.067,2.461,2021
Argentina,Latin America and Caribbean,5.974699974,0.053441759,6.079445839,5.869954109,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.842009842,1.972316742,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,2020
Argentina,Latin America and Caribbean,6.086,,,,1.092,1.432,0.881,0.471,0.066,0.05,,,,,,,,,2019
Argentina,Latin America and Caribbean,6.388,,,,1.073,1.468,0.744,0.57,0.062,0.054,,,,,,,,,2018
Argentina,Latin America and Caribbean,6.598999977,,,,1.185295463,,0.695137084,0.494519204,0.109457061,0.059739888,,,,,,,,2.614005327,2017
Argentina,Latin America and Caribbean,6.65,,6.74,6.56,1.15137,,0.69711,0.42284,0.10989,0.07296,,,,,,,,3.12985,2016
Argentina,Latin America and Caribbean,6.574,0.04612,,,1.05351,,0.78723,0.44974,0.11451,0.08484,,,,,,,,2.836,2015
Belize,Latin America and Caribbean,5.956,,,,0.807,1.101,0.474,0.593,0.183,0.089,,,,,,,,,2018
Belize,Latin America and Caribbean,5.955999851,,,,0.907975316,,0.450191766,0.547509372,0.240015641,0.096581072,,,,,,,,2.631955624,2017
Belize,Latin America and Caribbean,5.956,,6.202,5.71,0.87616,,0.45569,0.51231,0.23684,0.10771,,,,,,,,3.08039,2016
Bolivia,Latin America and Caribbean,5.716,0.053,5.819,5.613,9.046,0.81,63.901,0.875,-0.077,0.839,2.43,0.842,0.782,0.486,0.6,0.138,0.064,2.805,2021
Bolivia,Latin America and Caribbean,5.747499943,0.050645422,5.846765041,5.648234844,8.851115227,0.803108692,63.6004715,0.875873327,-0.09168113,0.822606206,1.972316742,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,2020
Bolivia,Latin America and Caribbean,5.779,,,,0.776,1.209,0.706,0.511,0.137,0.064,,,,,,,,,2019
Bolivia,Latin America and Caribbean,5.752,,,,0.751,1.223,0.508,0.606,0.141,0.054,,,,,,,,,2018
Bolivia,Latin America and Caribbean,5.822999954,,,,0.833756566,,0.47363025,0.558732927,0.225560725,0.060477726,,,,,,,,2.443279028,2017
Bolivia,Latin America and Caribbean,5.822,,5.904,5.74,0.79422,,0.4697,0.50961,0.21698,0.07746,,,,,,,,2.91635,2016
Bolivia,Latin America and Caribbean,5.89,0.05642,,,0.68133,,0.5392,0.57414,0.20536,0.088,,,,,,,,2.82334,2015
Brazil,Latin America and Caribbean,6.33,0.043,6.415,6.245,9.577,0.882,66.601,0.804,-0.071,0.756,2.43,1.028,0.944,0.571,0.514,0.142,0.117,3.015,2021
Brazil,Latin America and Caribbean,6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,0.896723807,66.48016357,0.799804807,-0.101812392,0.770601273,1.972316742,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,2020
Brazil,Latin America and Caribbean,6.3,,,,1.004,1.439,0.802,0.39,0.099,0.086,,,,,,,,,2019
Brazil,Latin America and Caribbean,6.419,,,,0.986,1.474,0.675,0.493,0.11,0.088,,,,,,,,,2018
Brazil,Latin America and Caribbean,6.635000229,,,,1.10735321,,0.616552353,0.437453747,0.162349895,0.111092761,,,,,,,,2.769267082,2017
Brazil,Latin America and Caribbean,6.952,,7.029,6.875,1.08754,,0.61415,0.40425,0.15776,0.14166,,,,,,,,3.50733,2016
Brazil,Latin America and Caribbean,6.983,0.04076,,,0.98124,,0.69702,0.49049,0.14574,0.17521,,,,,,,,3.26001,2015
Chile,Latin America and Caribbean,6.172,0.046,6.262,6.081,10.071,0.882,70,0.742,-0.044,0.83,2.43,1.2,0.946,0.678,0.438,0.159,0.07,2.682,2021
Chile,Latin America and Caribbean,6.228499889,0.045723889,6.318118572,6.138881207,10.0320549,0.879713595,69.90061951,0.744896293,-0.065668367,0.838239431,1.972316742,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,2020
Chile,Latin America and Caribbean,6.444,,,,1.159,1.369,0.92,0.357,0.187,0.056,,,,,,,,,2019
Chile,Latin America and Caribbean,6.476,,,,1.131,1.331,0.808,0.431,0.197,0.061,,,,,,,,,2018
Chile,Latin America and Caribbean,6.65199995,,,,1.25278461,,0.819479704,0.376895279,0.326662421,0.082287982,,,,,,,,2.509585857,2017
Chile,Latin America and Caribbean,6.705,,6.795,6.615,1.2167,,0.81883,0.37789,0.31595,0.11451,,,,,,,,2.95505,2016
Chile,Latin America and Caribbean,6.67,0.058,,,1.10715,,0.85857,0.44132,0.33363,0.12869,,,,,,,,2.67585,2015
Colombia,Latin America and Caribbean,6.012,0.061,6.132,5.892,9.557,0.847,68.001,0.837,-0.135,0.841,2.43,1.021,0.866,0.615,0.554,0.1,0.063,2.794,2021
Colombia,Latin America and Caribbean,6.163400173,0.056480873,6.274102688,6.052697659,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,1.972316742,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,2020
Colombia,Latin America and Caribbean,6.125,,,,0.985,1.41,0.841,0.47,0.099,0.034,,,,,,,,,2019
Colombia,Latin America and Caribbean,6.26,,,,0.96,1.439,0.635,0.531,0.099,0.039,,,,,,,,,2018
Colombia,Latin America and Caribbean,6.356999874,,,,1.070622325,,0.595027924,0.477487415,0.149014473,0.046668742,,,,,,,,2.616068125,2017
Colombia,Latin America and Caribbean,6.481,,6.578,6.384,1.03032,,0.59659,0.44735,0.15626,0.05399,,,,,,,,3.17471,2016
Colombia,Latin America and Caribbean,6.477,0.05051,,,0.91861,,0.69077,0.53466,0.18401,0.0512,,,,,,,,2.85737,2015
Costa Rica,Latin America and Caribbean,7.069,0.056,7.179,6.96,9.88,0.891,71.4,0.934,-0.126,0.809,2.43,1.134,0.966,0.722,0.673,0.105,0.083,3.387,2021
Costa Rica,Latin America and Caribbean,7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,1.972316742,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,2020
Costa Rica,Latin America and Caribbean,7.167,,,,1.034,1.441,0.963,0.558,0.144,0.093,,,,,,,,,2019
Costa Rica,Latin America and Caribbean,7.072,,,,1.01,1.459,0.817,0.632,0.143,0.101,,,,,,,,,2018
Costa Rica,Latin America and Caribbean,7.078999996,,,,1.109706283,,0.759509265,0.58013165,0.214613229,0.100106589,,,,,,,,2.898639202,2017
Costa Rica,Latin America and Caribbean,7.087,,7.175,6.999,1.06879,,0.76146,0.55225,0.22553,0.10547,,,,,,,,3.35168,2016
Costa Rica,Latin America and Caribbean,7.226,0.04454,,,0.95578,,0.86027,0.63376,0.25497,0.10583,,,,,,,,3.17728,2015
Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,0.853,66.102,0.86,-0.133,0.714,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,2021
Dominican Republic,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,1.972316742,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,2020
Dominican Republic,Latin America and Caribbean,5.425,,,,1.015,1.401,0.779,0.497,0.113,0.101,,,,,,,,,2019
Dominican Republic,Latin America and Caribbean,5.302,,,,0.982,1.441,0.614,0.578,0.12,0.106,,,,,,,,,2018
Dominican Republic,Latin America and Caribbean,5.230000019,,,,1.079373837,,0.574873745,0.552589834,0.18696785,0.113945253,,,,,,,,1.31946516,2017
Dominican Republic,Latin America and Caribbean,5.155,,5.273,5.037,1.02787,,0.57669,0.52259,0.21286,0.12372,,,,,,,,1.69626,2016
Dominican Republic,Latin America and Caribbean,4.885,0.07446,,,0.89537,,0.66825,0.57672,0.21684,0.14234,,,,,,,,1.21305,2015
Ecuador,Latin America and Caribbean,5.764,0.057,5.875,5.653,9.313,0.821,68.8,0.842,-0.124,0.843,2.43,0.935,0.806,0.64,0.56,0.107,0.062,2.653,2021
Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846264,5.821553707,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,1.972316742,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,2020
Ecuador,Latin America and Caribbean,6.028,,,,0.912,1.312,0.868,0.498,0.126,0.087,,,,,,,,,2019
Ecuador,Latin America and Caribbean,5.973,,,,0.889,1.33,0.736,0.556,0.114,0.12,,,,,,,,,2018
Ecuador,Latin America and Caribbean,6.007999897,,,,1.000820398,,0.685636222,0.455198199,0.150112465,0.140134647,,,,,,,,2.290352583,2017
Ecuador,Latin America and Caribbean,5.976,,6.072,5.88,0.97306,,0.68613,0.4027,0.10074,0.18037,,,,,,,,2.77366,2016
Ecuador,Latin America and Caribbean,5.975,0.04528,,,0.86402,,0.79075,0.48574,0.11541,0.1809,,,,,,,,2.53942,2015
El Salvador,Latin America and Caribbean,6.061,0.065,6.188,5.933,9.054,0.762,66.402,0.888,-0.11,0.688,2.43,0.845,0.675,0.565,0.615,0.116,0.16,3.085,2021
El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717,6.234133244,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,1.972316742,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,2020
El Salvador,Latin America and Caribbean,6.253,,,,0.794,1.242,0.789,0.43,0.093,0.074,,,,,,,,,2019
El Salvador,Latin America and Caribbean,6.167,,,,0.806,1.231,0.639,0.461,0.065,0.082,,,,,,,,,2018
El Salvador,Latin America and Caribbean,6.002999783,,,,0.909784496,,0.596018553,0.43245253,0.078257985,0.08998096,,,,,,,,2.714593887,2017
El Salvador,Latin America and Caribbean,6.068,,6.169,5.967,0.8737,,0.596,0.37269,0.08877,0.10613,,,,,,,,3.22134,2016
El Salvador,Latin America and Caribbean,6.13,0.05618,,,0.76454,,0.67737,0.4035,0.10692,0.11776,,,,,,,,3.035,2015
Guatemala,Latin America and Caribbean,6.435,0.073,6.577,6.292,9.053,0.813,64.958,0.906,-0.038,0.775,2.43,0.845,0.79,0.519,0.638,0.163,0.105,3.375,2021
Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,1.972316742,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,2020
Guatemala,Latin America and Caribbean,6.436,,,,0.8,1.269,0.746,0.535,0.175,0.078,,,,,,,,,2019
Guatemala,Latin America and Caribbean,6.382,,,,0.781,1.268,0.608,0.604,0.179,0.071,,,,,,,,,2018
Guatemala,Latin America and Caribbean,6.453999996,,,,0.872001946,,0.54023999,0.531310618,0.283488393,0.077223279,,,,,,,,2.893891096,2017
Guatemala,Latin America and Caribbean,6.324,,6.435,6.213,0.83454,,0.54039,0.50379,0.28808,0.08701,,,,,,,,3.19863,2016
Guatemala,Latin America and Caribbean,6.123,0.05224,,,0.74553,,0.64425,0.57733,0.27489,0.09472,,,,,,,,2.74255,2015
Haiti,Latin America and Caribbean,3.615,0.173,3.953,3.276,7.477,0.54,55.7,0.593,0.422,0.721,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,2021
Haiti,Latin America and Caribbean,3.720799923,0.101463005,3.919667482,3.521932364,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,1.972316742,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,2020
Haiti,Latin America and Caribbean,3.597,,,,0.323,0.688,0.449,0.491,0.419,0.11,,,,,,,,,2019
Haiti,Latin America and Caribbean,3.582,,,,0.315,0.714,0.289,0.025,0.392,0.104,,,,,,,,,2018
Haiti,Latin America and Caribbean,3.602999926,,,,0.368610263,,0.27732113,0.030369857,0.489203781,0.09987215,,,,,,,,1.697167635,2017
Haiti,Latin America and Caribbean,4.028,,4.163,3.893,0.34097,,0.27494,0.12072,0.47958,0.14476,,,,,,,,2.37116,2016
Haiti,Latin America and Caribbean,4.518,0.07331,,,0.26673,,0.38847,0.24425,0.46187,0.17175,,,,,,,,2.24173,2015
Honduras,Latin America and Caribbean,5.919,0.082,6.081,5.758,8.648,0.812,67.3,0.857,0.081,0.809,2.43,0.703,0.787,0.593,0.578,0.241,0.083,2.934,2021
Honduras,Latin America and Caribbean,5.953199863,0.065731592,6.082033634,5.824366093,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,1.972316742,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,2020
Honduras,Latin America and Caribbean,5.86,,,,0.642,1.236,0.828,0.507,0.246,0.078,,,,,,,,,2019
Honduras,Latin America and Caribbean,5.504,,,,0.62,1.205,0.622,0.459,0.197,0.074,,,,,,,,,2018
Honduras,Latin America and Caribbean,5.181000233,,,,0.730573118,,0.58256948,0.34807986,0.236188874,0.073345453,,,,,,,,2.065811157,2017
Honduras,Latin America and Caribbean,4.871,,4.992,4.75,0.69429,,0.58383,0.26755,0.2044,0.06906,,,,,,,,2.29551,2016
Honduras,Latin America and Caribbean,4.788,0.05648,,,0.59532,,0.6951,0.40148,0.23027,0.06825,,,,,,,,1.84408,2015
Jamaica,Latin America and Caribbean,6.309,0.156,6.615,6.004,9.186,0.877,67.5,0.89,-0.137,0.884,2.43,0.891,0.932,0.599,0.618,0.099,0.035,3.135,2021
Jamaica,Latin America and Caribbean,5.889800072,0.120590433,6.126157284,5.65344286,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,1.972316742,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,2020
Jamaica,Latin America and Caribbean,5.89,,,,0.831,1.478,0.831,0.49,0.107,0.028,,,,,,,,,2019
Jamaica,Latin America and Caribbean,5.89,,,,0.819,1.493,0.693,0.575,0.096,0.031,,,,,,,,,2018
Jamaica,Latin America and Caribbean,5.31099987,,,,0.925579309,,0.641022384,0.474307239,0.233818337,0.055267781,,,,,,,,1.612325668,2017
Jamaica,Latin America and Caribbean,5.51,,5.705,5.315,0.89333,,0.59469,0.43597,0.22245,0.04294,,,,,,,,2.35682,2016
Jamaica,Latin America and Caribbean,5.709,0.13693,,,0.81038,,0.68741,0.50442,0.2123,0.02299,,,,,,,,2.32038,2015
